# Matrix Ti6Al4V (tanpa TiB) - Config 1   @rtoto@rkundato
# Generated  : 2026-03-06 17:10:46
# Seed       : 11184165
# Output mode: matrix_only
# Total atoms: 250,000
# Komposisi  : Ti (matrix)=219,941  Al (matrix)=21,257  V  (matrix)=8,802

250000 atoms
3 atom types

0.0 147.500000 xlo xhi
0.0 127.738747 ylo yhi
0.0 234.300000 zlo zhi

Masses

1 47.867  # Ti (matrix)
2 26.982  # Al (matrix)
3 50.942  # V  (matrix)

Atoms # atomic

72033 1 82.600000 102.190998 149.952000
72034 1 82.600000 102.190998 154.638000
72035 1 82.600000 102.190998 159.324000
72036 1 82.600000 102.190998 164.010000
72037 1 82.600000 102.190998 168.696000
72038 1 82.600000 102.190998 173.382000
72039 1 82.600000 102.190998 178.068000
72040 1 82.600000 102.190998 182.754000
72041 1 82.600000 102.190998 187.440000
72042 3 82.600000 102.190998 192.126000
72043 1 82.600000 102.190998 196.812000
72044 1 82.600000 102.190998 201.498000
72045 1 82.600000 102.190998 206.184000
72046 1 82.600000 102.190998 210.870000
72047 1 82.600000 102.190998 215.556000
72048 1 82.600000 102.190998 220.242000
72049 1 82.600000 102.190998 224.928000
72050 1 82.600000 102.190998 229.614000
72051 1 82.600000 104.745773 0.000000
72052 1 82.600000 104.745773 4.686000
72053 1 82.600000 104.745773 9.372000
72054 1 82.600000 104.745773 14.058000
72055 1 82.600000 104.745773 18.744000
72056 1 82.600000 104.745773 23.430000
72057 1 82.600000 104.745773 28.116000
72058 1 82.600000 104.745773 32.802000
72059 1 82.600000 104.745773 37.488000
72060 1 82.600000 104.745773 42.174000
72061 1 82.600000 104.745773 46.860000
72062 1 82.600000 104.745773 51.546000
72063 1 82.600000 104.745773 56.232000
72064 1 82.600000 104.745773 60.918000
72065 1 82.600000 104.745773 65.604000
72066 1 82.600000 104.745773 70.290000
72067 1 82.600000 104.745773 74.976000
72068 1 82.600000 104.745773 79.662000
72069 1 82.600000 104.745773 84.348000
72070 1 82.600000 104.745773 89.034000
72071 1 82.600000 104.745773 93.720000
72072 1 82.600000 104.745773 98.406000
72073 1 82.600000 104.745773 103.092000
72074 1 82.600000 104.745773 107.778000
72075 1 82.600000 104.745773 112.464000
72076 1 82.600000 104.745773 117.150000
72077 1 82.600000 104.745773 121.836000
72078 1 82.600000 104.745773 126.522000
72079 1 82.600000 104.745773 131.208000
72080 3 82.600000 104.745773 135.894000
72081 1 82.600000 104.745773 140.580000
72082 1 82.600000 104.745773 145.266000
72083 1 82.600000 104.745773 149.952000
72084 1 82.600000 104.745773 154.638000
72085 1 82.600000 104.745773 159.324000
72086 1 82.600000 104.745773 164.010000
72087 1 82.600000 104.745773 168.696000
72088 1 82.600000 104.745773 173.382000
72089 1 82.600000 104.745773 178.068000
72090 1 82.600000 104.745773 182.754000
72091 2 82.600000 104.745773 187.440000
72092 1 82.600000 104.745773 192.126000
72093 1 82.600000 104.745773 196.812000
72094 1 82.600000 104.745773 201.498000
72095 3 82.600000 104.745773 206.184000
72096 1 82.600000 104.745773 210.870000
72097 1 82.600000 104.745773 215.556000
72098 1 82.600000 104.745773 220.242000
72099 1 82.600000 104.745773 224.928000
72100 1 82.600000 104.745773 229.614000
72101 1 82.600000 107.300548 0.000000
72102 1 82.600000 107.300548 4.686000
72103 1 82.600000 107.300548 9.372000
72104 1 82.600000 107.300548 14.058000
72105 1 82.600000 107.300548 18.744000
72106 1 82.600000 107.300548 23.430000
72107 1 82.600000 107.300548 28.116000
72108 1 82.600000 107.300548 32.802000
72109 2 82.600000 107.300548 37.488000
72110 2 82.600000 107.300548 42.174000
72111 1 82.600000 107.300548 46.860000
72112 1 82.600000 107.300548 51.546000
72113 1 82.600000 107.300548 56.232000
72114 1 82.600000 107.300548 60.918000
72115 1 82.600000 107.300548 65.604000
72116 2 82.600000 107.300548 70.290000
72117 1 82.600000 107.300548 74.976000
72118 1 82.600000 107.300548 79.662000
72119 1 82.600000 107.300548 84.348000
72120 2 82.600000 107.300548 89.034000
72121 1 82.600000 107.300548 93.720000
72122 3 82.600000 107.300548 98.406000
72123 1 82.600000 107.300548 103.092000
72124 1 82.600000 107.300548 107.778000
72125 1 82.600000 107.300548 112.464000
72126 1 82.600000 107.300548 117.150000
72127 1 82.600000 107.300548 121.836000
72128 1 82.600000 107.300548 126.522000
72129 1 82.600000 107.300548 131.208000
72130 1 82.600000 107.300548 135.894000
72131 1 82.600000 107.300548 140.580000
72132 1 82.600000 107.300548 145.266000
72133 1 82.600000 107.300548 149.952000
72134 1 82.600000 107.300548 154.638000
72135 1 82.600000 107.300548 159.324000
72136 3 82.600000 107.300548 164.010000
72137 1 82.600000 107.300548 168.696000
72138 1 82.600000 107.300548 173.382000
72139 1 82.600000 107.300548 178.068000
72140 3 82.600000 107.300548 182.754000
72141 1 82.600000 107.300548 187.440000
72142 1 82.600000 107.300548 192.126000
72143 1 82.600000 107.300548 196.812000
72144 1 82.600000 107.300548 201.498000
72145 2 82.600000 107.300548 206.184000
72146 1 82.600000 107.300548 210.870000
72147 1 82.600000 107.300548 215.556000
72148 2 82.600000 107.300548 220.242000
72149 1 82.600000 107.300548 224.928000
72150 1 82.600000 107.300548 229.614000
72151 2 82.600000 109.855322 0.000000
72152 1 82.600000 109.855322 4.686000
72153 1 82.600000 109.855322 9.372000
72154 1 82.600000 109.855322 14.058000
72155 1 82.600000 109.855322 18.744000
72156 1 82.600000 109.855322 23.430000
72157 1 82.600000 109.855322 28.116000
72158 1 82.600000 109.855322 32.802000
72159 1 82.600000 109.855322 37.488000
72160 1 82.600000 109.855322 42.174000
72161 1 82.600000 109.855322 46.860000
72162 1 82.600000 109.855322 51.546000
72163 1 82.600000 109.855322 56.232000
72164 1 82.600000 109.855322 60.918000
72165 1 82.600000 109.855322 65.604000
72166 1 82.600000 109.855322 70.290000
72167 1 82.600000 109.855322 74.976000
72168 1 82.600000 109.855322 79.662000
72169 1 82.600000 109.855322 84.348000
72170 1 82.600000 109.855322 89.034000
72171 1 82.600000 109.855322 93.720000
72172 1 82.600000 109.855322 98.406000
72173 1 82.600000 109.855322 103.092000
72174 1 82.600000 109.855322 107.778000
72175 1 82.600000 109.855322 112.464000
72176 1 82.600000 109.855322 117.150000
72177 1 82.600000 109.855322 121.836000
72178 3 82.600000 109.855322 126.522000
72179 1 82.600000 109.855322 131.208000
72180 1 82.600000 109.855322 135.894000
72181 1 82.600000 109.855322 140.580000
72182 1 82.600000 109.855322 145.266000
72183 1 82.600000 109.855322 149.952000
72184 1 82.600000 109.855322 154.638000
72185 1 82.600000 109.855322 159.324000
72186 1 82.600000 109.855322 164.010000
72187 1 82.600000 109.855322 168.696000
72188 1 82.600000 109.855322 173.382000
72189 1 82.600000 109.855322 178.068000
72190 1 82.600000 109.855322 182.754000
72191 1 82.600000 109.855322 187.440000
72192 1 82.600000 109.855322 192.126000
72193 1 82.600000 109.855322 196.812000
72194 1 82.600000 109.855322 201.498000
72195 1 82.600000 109.855322 206.184000
72196 1 82.600000 109.855322 210.870000
72197 1 82.600000 109.855322 215.556000
72198 1 82.600000 109.855322 220.242000
72199 1 82.600000 109.855322 224.928000
72200 1 82.600000 109.855322 229.614000
72201 1 82.600000 112.410097 0.000000
72202 1 82.600000 112.410097 4.686000
72203 3 82.600000 112.410097 9.372000
72204 3 82.600000 112.410097 14.058000
72205 1 82.600000 112.410097 18.744000
72206 3 82.600000 112.410097 23.430000
72207 1 82.600000 112.410097 28.116000
72208 1 82.600000 112.410097 32.802000
72209 1 82.600000 112.410097 37.488000
72210 1 82.600000 112.410097 42.174000
72211 1 82.600000 112.410097 46.860000
72212 1 82.600000 112.410097 51.546000
72213 1 82.600000 112.410097 56.232000
72214 1 82.600000 112.410097 60.918000
72215 1 82.600000 112.410097 65.604000
72216 1 82.600000 112.410097 70.290000
72217 1 82.600000 112.410097 74.976000
72218 1 82.600000 112.410097 79.662000
72219 1 82.600000 112.410097 84.348000
72220 1 82.600000 112.410097 89.034000
72221 1 82.600000 112.410097 93.720000
72222 1 82.600000 112.410097 98.406000
72223 1 82.600000 112.410097 103.092000
72224 1 82.600000 112.410097 107.778000
72225 1 82.600000 112.410097 112.464000
72226 1 82.600000 112.410097 117.150000
72227 1 82.600000 112.410097 121.836000
72228 1 82.600000 112.410097 126.522000
72229 1 82.600000 112.410097 131.208000
72230 1 82.600000 112.410097 135.894000
72231 1 82.600000 112.410097 140.580000
72232 1 82.600000 112.410097 145.266000
72233 1 82.600000 112.410097 149.952000
72234 1 82.600000 112.410097 154.638000
72235 1 82.600000 112.410097 159.324000
72236 1 82.600000 112.410097 164.010000
72237 1 82.600000 112.410097 168.696000
72238 1 82.600000 112.410097 173.382000
72239 2 82.600000 112.410097 178.068000
72240 1 82.600000 112.410097 182.754000
72241 1 82.600000 112.410097 187.440000
72242 1 82.600000 112.410097 192.126000
72243 1 82.600000 112.410097 196.812000
72244 3 82.600000 112.410097 201.498000
72245 1 82.600000 112.410097 206.184000
72246 1 82.600000 112.410097 210.870000
72247 1 82.600000 112.410097 215.556000
72248 1 82.600000 112.410097 220.242000
72249 3 82.600000 112.410097 224.928000
72250 1 82.600000 112.410097 229.614000
72251 1 82.600000 114.964872 0.000000
72252 1 82.600000 114.964872 4.686000
72253 1 82.600000 114.964872 9.372000
72254 1 82.600000 114.964872 14.058000
72255 1 82.600000 114.964872 18.744000
72256 1 82.600000 114.964872 23.430000
72257 1 82.600000 114.964872 28.116000
72258 1 82.600000 114.964872 32.802000
72259 1 82.600000 114.964872 37.488000
72260 2 82.600000 114.964872 42.174000
72261 1 82.600000 114.964872 46.860000
72262 1 82.600000 114.964872 51.546000
72263 1 82.600000 114.964872 56.232000
72264 1 82.600000 114.964872 60.918000
72265 1 82.600000 114.964872 65.604000
72266 1 82.600000 114.964872 70.290000
72267 1 82.600000 114.964872 74.976000
72268 1 82.600000 114.964872 79.662000
72269 1 82.600000 114.964872 84.348000
72270 2 82.600000 114.964872 89.034000
72271 1 82.600000 114.964872 93.720000
72272 1 82.600000 114.964872 98.406000
72273 1 82.600000 114.964872 103.092000
72274 2 82.600000 114.964872 107.778000
72275 1 82.600000 114.964872 112.464000
72276 1 82.600000 114.964872 117.150000
72277 1 82.600000 114.964872 121.836000
72278 1 82.600000 114.964872 126.522000
72279 1 82.600000 114.964872 131.208000
72280 1 82.600000 114.964872 135.894000
72281 1 82.600000 114.964872 140.580000
72282 1 82.600000 114.964872 145.266000
72283 1 82.600000 114.964872 149.952000
72284 1 82.600000 114.964872 154.638000
72285 1 82.600000 114.964872 159.324000
72286 1 82.600000 114.964872 164.010000
72287 1 82.600000 114.964872 168.696000
72288 1 82.600000 114.964872 173.382000
72289 1 82.600000 114.964872 178.068000
72290 1 82.600000 114.964872 182.754000
72291 1 82.600000 114.964872 187.440000
72292 2 82.600000 114.964872 192.126000
72293 1 82.600000 114.964872 196.812000
72294 1 82.600000 114.964872 201.498000
72295 1 82.600000 114.964872 206.184000
72296 1 82.600000 114.964872 210.870000
72297 1 82.600000 114.964872 215.556000
72298 1 82.600000 114.964872 220.242000
72299 1 82.600000 114.964872 224.928000
72300 1 82.600000 114.964872 229.614000
72301 1 82.600000 117.519647 0.000000
72302 1 82.600000 117.519647 4.686000
72303 1 82.600000 117.519647 9.372000
72304 1 82.600000 117.519647 14.058000
72305 1 82.600000 117.519647 18.744000
72306 1 82.600000 117.519647 23.430000
72307 1 82.600000 117.519647 28.116000
72308 1 82.600000 117.519647 32.802000
72309 1 82.600000 117.519647 37.488000
72310 2 82.600000 117.519647 42.174000
72311 1 82.600000 117.519647 46.860000
72312 1 82.600000 117.519647 51.546000
72313 1 82.600000 117.519647 56.232000
72314 1 82.600000 117.519647 60.918000
72315 1 82.600000 117.519647 65.604000
72316 1 82.600000 117.519647 70.290000
72317 1 82.600000 117.519647 74.976000
72318 1 82.600000 117.519647 79.662000
72319 1 82.600000 117.519647 84.348000
72320 1 82.600000 117.519647 89.034000
72321 1 82.600000 117.519647 93.720000
72322 1 82.600000 117.519647 98.406000
72323 1 82.600000 117.519647 103.092000
72324 1 82.600000 117.519647 107.778000
72325 1 82.600000 117.519647 112.464000
72326 1 82.600000 117.519647 117.150000
72327 1 82.600000 117.519647 121.836000
72328 1 82.600000 117.519647 126.522000
72329 1 82.600000 117.519647 131.208000
72330 1 82.600000 117.519647 135.894000
72331 1 82.600000 117.519647 140.580000
72332 1 82.600000 117.519647 145.266000
72333 1 82.600000 117.519647 149.952000
72334 1 82.600000 117.519647 154.638000
72335 2 82.600000 117.519647 159.324000
72336 2 82.600000 117.519647 164.010000
72337 1 82.600000 117.519647 168.696000
72338 1 82.600000 117.519647 173.382000
72339 1 82.600000 117.519647 178.068000
72340 1 82.600000 117.519647 182.754000
72341 1 82.600000 117.519647 187.440000
72342 1 82.600000 117.519647 192.126000
72343 1 82.600000 117.519647 196.812000
72344 1 82.600000 117.519647 201.498000
72345 1 82.600000 117.519647 206.184000
72346 1 82.600000 117.519647 210.870000
72347 2 82.600000 117.519647 215.556000
72348 1 82.600000 117.519647 220.242000
72349 1 82.600000 117.519647 224.928000
72350 1 82.600000 117.519647 229.614000
72351 1 82.600000 120.074422 0.000000
72352 1 82.600000 120.074422 4.686000
72353 1 82.600000 120.074422 9.372000
72354 1 82.600000 120.074422 14.058000
72355 1 82.600000 120.074422 18.744000
72356 1 82.600000 120.074422 23.430000
72357 1 82.600000 120.074422 28.116000
72358 1 82.600000 120.074422 32.802000
72359 1 82.600000 120.074422 37.488000
72360 1 82.600000 120.074422 42.174000
72361 1 82.600000 120.074422 46.860000
72362 1 82.600000 120.074422 51.546000
72363 1 82.600000 120.074422 56.232000
72364 1 82.600000 120.074422 60.918000
72365 1 82.600000 120.074422 65.604000
72366 1 82.600000 120.074422 70.290000
72367 1 82.600000 120.074422 74.976000
72368 1 82.600000 120.074422 79.662000
72369 1 82.600000 120.074422 84.348000
72370 1 82.600000 120.074422 89.034000
72371 1 82.600000 120.074422 93.720000
72372 1 82.600000 120.074422 98.406000
72373 1 82.600000 120.074422 103.092000
72374 1 82.600000 120.074422 107.778000
72375 1 82.600000 120.074422 112.464000
72376 1 82.600000 120.074422 117.150000
72377 2 82.600000 120.074422 121.836000
72378 1 82.600000 120.074422 126.522000
72379 1 82.600000 120.074422 131.208000
72380 1 82.600000 120.074422 135.894000
72381 1 82.600000 120.074422 140.580000
72382 1 82.600000 120.074422 145.266000
72383 1 82.600000 120.074422 149.952000
72384 2 82.600000 120.074422 154.638000
72385 1 82.600000 120.074422 159.324000
72386 1 82.600000 120.074422 164.010000
72387 1 82.600000 120.074422 168.696000
72388 1 82.600000 120.074422 173.382000
72389 1 82.600000 120.074422 178.068000
72390 1 82.600000 120.074422 182.754000
72391 1 82.600000 120.074422 187.440000
72392 1 82.600000 120.074422 192.126000
72393 3 82.600000 120.074422 196.812000
72394 1 82.600000 120.074422 201.498000
72395 1 82.600000 120.074422 206.184000
72396 1 82.600000 120.074422 210.870000
72397 1 82.600000 120.074422 215.556000
72398 2 82.600000 120.074422 220.242000
72399 1 82.600000 120.074422 224.928000
72400 1 82.600000 120.074422 229.614000
72401 2 82.600000 122.629197 0.000000
72402 1 82.600000 122.629197 4.686000
72403 1 82.600000 122.629197 9.372000
72404 1 82.600000 122.629197 14.058000
72405 1 82.600000 122.629197 18.744000
72406 1 82.600000 122.629197 23.430000
72407 1 82.600000 122.629197 28.116000
72408 2 82.600000 122.629197 32.802000
72409 1 82.600000 122.629197 37.488000
72410 1 82.600000 122.629197 42.174000
72411 1 82.600000 122.629197 46.860000
72412 1 82.600000 122.629197 51.546000
72413 1 82.600000 122.629197 56.232000
72414 1 82.600000 122.629197 60.918000
72415 1 82.600000 122.629197 65.604000
72416 1 82.600000 122.629197 70.290000
72417 1 82.600000 122.629197 74.976000
72418 1 82.600000 122.629197 79.662000
72419 1 82.600000 122.629197 84.348000
72420 2 82.600000 122.629197 89.034000
72421 2 82.600000 122.629197 93.720000
72422 1 82.600000 122.629197 98.406000
72423 1 82.600000 122.629197 103.092000
72424 3 82.600000 122.629197 107.778000
72425 1 82.600000 122.629197 112.464000
72426 1 82.600000 122.629197 117.150000
72427 1 82.600000 122.629197 121.836000
72428 1 82.600000 122.629197 126.522000
72429 1 82.600000 122.629197 131.208000
72430 1 82.600000 122.629197 135.894000
72431 1 82.600000 122.629197 140.580000
72432 2 82.600000 122.629197 145.266000
72433 1 82.600000 122.629197 149.952000
72434 3 82.600000 122.629197 154.638000
72435 1 82.600000 122.629197 159.324000
72436 1 82.600000 122.629197 164.010000
72437 1 82.600000 122.629197 168.696000
72438 1 82.600000 122.629197 173.382000
72439 2 82.600000 122.629197 178.068000
72440 1 82.600000 122.629197 182.754000
72441 1 82.600000 122.629197 187.440000
72442 1 82.600000 122.629197 192.126000
72443 2 82.600000 122.629197 196.812000
72444 1 82.600000 122.629197 201.498000
72445 1 82.600000 122.629197 206.184000
72446 1 82.600000 122.629197 210.870000
72447 1 82.600000 122.629197 215.556000
72448 2 82.600000 122.629197 220.242000
72449 1 82.600000 122.629197 224.928000
72450 1 82.600000 122.629197 229.614000
72451 1 82.600000 125.183972 0.000000
72452 2 82.600000 125.183972 4.686000
72453 1 82.600000 125.183972 9.372000
72454 1 82.600000 125.183972 14.058000
72455 1 82.600000 125.183972 18.744000
72456 1 82.600000 125.183972 23.430000
72457 1 82.600000 125.183972 28.116000
72458 1 82.600000 125.183972 32.802000
72459 1 82.600000 125.183972 37.488000
72460 2 82.600000 125.183972 42.174000
72461 1 82.600000 125.183972 46.860000
72462 1 82.600000 125.183972 51.546000
72463 1 82.600000 125.183972 56.232000
72464 1 82.600000 125.183972 60.918000
72465 1 82.600000 125.183972 65.604000
72466 1 82.600000 125.183972 70.290000
72467 1 82.600000 125.183972 74.976000
72468 2 82.600000 125.183972 79.662000
72469 2 82.600000 125.183972 84.348000
72470 1 82.600000 125.183972 89.034000
72471 1 82.600000 125.183972 93.720000
72472 1 82.600000 125.183972 98.406000
72473 1 82.600000 125.183972 103.092000
72474 2 82.600000 125.183972 107.778000
72475 1 82.600000 125.183972 112.464000
72476 1 82.600000 125.183972 117.150000
72477 1 82.600000 125.183972 121.836000
72478 1 82.600000 125.183972 126.522000
72479 1 82.600000 125.183972 131.208000
72480 1 82.600000 125.183972 135.894000
72481 1 82.600000 125.183972 140.580000
72482 1 82.600000 125.183972 145.266000
72483 1 82.600000 125.183972 149.952000
72484 1 82.600000 125.183972 154.638000
72485 1 82.600000 125.183972 159.324000
72486 1 82.600000 125.183972 164.010000
72487 1 82.600000 125.183972 168.696000
72488 1 82.600000 125.183972 173.382000
72489 1 82.600000 125.183972 178.068000
72490 1 82.600000 125.183972 182.754000
72491 1 82.600000 125.183972 187.440000
72492 1 82.600000 125.183972 192.126000
72493 1 82.600000 125.183972 196.812000
72494 3 82.600000 125.183972 201.498000
72495 1 82.600000 125.183972 206.184000
72496 1 82.600000 125.183972 210.870000
72497 1 82.600000 125.183972 215.556000
72498 1 82.600000 125.183972 220.242000
72499 1 82.600000 125.183972 224.928000
72500 1 82.600000 125.183972 229.614000
72501 1 85.550000 0.000000 0.000000
72502 1 85.550000 0.000000 4.686000
72503 1 85.550000 0.000000 9.372000
72504 1 85.550000 0.000000 14.058000
72505 1 85.550000 0.000000 18.744000
72506 1 85.550000 0.000000 23.430000
72507 2 85.550000 0.000000 28.116000
72508 1 85.550000 0.000000 32.802000
72509 1 85.550000 0.000000 37.488000
72510 1 85.550000 0.000000 42.174000
72511 1 85.550000 0.000000 46.860000
72512 1 85.550000 0.000000 51.546000
72513 1 85.550000 0.000000 56.232000
72514 3 85.550000 0.000000 60.918000
72515 1 85.550000 0.000000 65.604000
72516 1 85.550000 0.000000 70.290000
72517 1 85.550000 0.000000 74.976000
72518 1 85.550000 0.000000 79.662000
72519 1 85.550000 0.000000 84.348000
72520 1 85.550000 0.000000 89.034000
72521 1 85.550000 0.000000 93.720000
72522 1 85.550000 0.000000 98.406000
72523 2 85.550000 0.000000 103.092000
72524 1 85.550000 0.000000 107.778000
72525 1 85.550000 0.000000 112.464000
72526 1 85.550000 0.000000 117.150000
72527 1 85.550000 0.000000 121.836000
72528 1 85.550000 0.000000 126.522000
72529 1 85.550000 0.000000 131.208000
72530 1 85.550000 0.000000 135.894000
72531 1 85.550000 0.000000 140.580000
72532 1 85.550000 0.000000 145.266000
72533 1 85.550000 0.000000 149.952000
72534 1 85.550000 0.000000 154.638000
72535 1 85.550000 0.000000 159.324000
72536 2 85.550000 0.000000 164.010000
72537 1 85.550000 0.000000 168.696000
72538 1 85.550000 0.000000 173.382000
72539 1 85.550000 0.000000 178.068000
72540 1 85.550000 0.000000 182.754000
72541 1 85.550000 0.000000 187.440000
72542 1 85.550000 0.000000 192.126000
72543 1 85.550000 0.000000 196.812000
72544 2 85.550000 0.000000 201.498000
72545 1 85.550000 0.000000 206.184000
72546 1 85.550000 0.000000 210.870000
72547 1 85.550000 0.000000 215.556000
72548 1 85.550000 0.000000 220.242000
72549 1 85.550000 0.000000 224.928000
72550 1 85.550000 0.000000 229.614000
72551 1 85.550000 2.554775 0.000000
72552 1 85.550000 2.554775 4.686000
72553 1 85.550000 2.554775 9.372000
72554 1 85.550000 2.554775 14.058000
72555 1 85.550000 2.554775 18.744000
72556 1 85.550000 2.554775 23.430000
72557 1 85.550000 2.554775 28.116000
72558 1 85.550000 2.554775 32.802000
72559 1 85.550000 2.554775 37.488000
72560 2 85.550000 2.554775 42.174000
72561 1 85.550000 2.554775 46.860000
72562 1 85.550000 2.554775 51.546000
72563 1 85.550000 2.554775 56.232000
72564 1 85.550000 2.554775 60.918000
72565 1 85.550000 2.554775 65.604000
72566 1 85.550000 2.554775 70.290000
72567 1 85.550000 2.554775 74.976000
72568 1 85.550000 2.554775 79.662000
72569 1 85.550000 2.554775 84.348000
72570 1 85.550000 2.554775 89.034000
72571 1 85.550000 2.554775 93.720000
72572 1 85.550000 2.554775 98.406000
72573 1 85.550000 2.554775 103.092000
72574 1 85.550000 2.554775 107.778000
72575 1 85.550000 2.554775 112.464000
72576 1 85.550000 2.554775 117.150000
72577 1 85.550000 2.554775 121.836000
72578 1 85.550000 2.554775 126.522000
72579 1 85.550000 2.554775 131.208000
72580 1 85.550000 2.554775 135.894000
72581 2 85.550000 2.554775 140.580000
72582 1 85.550000 2.554775 145.266000
72583 1 85.550000 2.554775 149.952000
72584 1 85.550000 2.554775 154.638000
72585 1 85.550000 2.554775 159.324000
72586 1 85.550000 2.554775 164.010000
72587 1 85.550000 2.554775 168.696000
72588 1 85.550000 2.554775 173.382000
72589 1 85.550000 2.554775 178.068000
72590 1 85.550000 2.554775 182.754000
72591 1 85.550000 2.554775 187.440000
72592 1 85.550000 2.554775 192.126000
72593 3 85.550000 2.554775 196.812000
72594 1 85.550000 2.554775 201.498000
72595 1 85.550000 2.554775 206.184000
72596 1 85.550000 2.554775 210.870000
72597 2 85.550000 2.554775 215.556000
72598 1 85.550000 2.554775 220.242000
72599 2 85.550000 2.554775 224.928000
72600 1 85.550000 2.554775 229.614000
72601 1 85.550000 5.109550 0.000000
72602 1 85.550000 5.109550 4.686000
72603 1 85.550000 5.109550 9.372000
72604 1 85.550000 5.109550 14.058000
72605 1 85.550000 5.109550 18.744000
72606 1 85.550000 5.109550 23.430000
72607 1 85.550000 5.109550 28.116000
72608 1 85.550000 5.109550 32.802000
72609 1 85.550000 5.109550 37.488000
72610 1 85.550000 5.109550 42.174000
72611 1 85.550000 5.109550 46.860000
72612 1 85.550000 5.109550 51.546000
72613 3 85.550000 5.109550 56.232000
72614 1 85.550000 5.109550 60.918000
72615 1 85.550000 5.109550 65.604000
72616 1 85.550000 5.109550 70.290000
72617 1 85.550000 5.109550 74.976000
72618 2 85.550000 5.109550 79.662000
72619 1 85.550000 5.109550 84.348000
72620 1 85.550000 5.109550 89.034000
72621 1 85.550000 5.109550 93.720000
72622 1 85.550000 5.109550 98.406000
72623 1 85.550000 5.109550 103.092000
72624 1 85.550000 5.109550 107.778000
72625 2 85.550000 5.109550 112.464000
72626 3 85.550000 5.109550 117.150000
72627 1 85.550000 5.109550 121.836000
72628 1 85.550000 5.109550 126.522000
72629 1 85.550000 5.109550 131.208000
72630 2 85.550000 5.109550 135.894000
72631 2 85.550000 5.109550 140.580000
72632 1 85.550000 5.109550 145.266000
72633 1 85.550000 5.109550 149.952000
72634 1 85.550000 5.109550 154.638000
72635 2 85.550000 5.109550 159.324000
72636 1 85.550000 5.109550 164.010000
72637 1 85.550000 5.109550 168.696000
72638 1 85.550000 5.109550 173.382000
72639 1 85.550000 5.109550 178.068000
72640 1 85.550000 5.109550 182.754000
72641 1 85.550000 5.109550 187.440000
72642 2 85.550000 5.109550 192.126000
72643 1 85.550000 5.109550 196.812000
72644 1 85.550000 5.109550 201.498000
72645 1 85.550000 5.109550 206.184000
72646 1 85.550000 5.109550 210.870000
72647 1 85.550000 5.109550 215.556000
72648 1 85.550000 5.109550 220.242000
72649 1 85.550000 5.109550 224.928000
72650 1 85.550000 5.109550 229.614000
72651 1 85.550000 7.664325 0.000000
72652 1 85.550000 7.664325 4.686000
72653 1 85.550000 7.664325 9.372000
72654 1 85.550000 7.664325 14.058000
72655 1 85.550000 7.664325 18.744000
72656 1 85.550000 7.664325 23.430000
72657 1 85.550000 7.664325 28.116000
72658 2 85.550000 7.664325 32.802000
72659 2 85.550000 7.664325 37.488000
72660 1 85.550000 7.664325 42.174000
72661 1 85.550000 7.664325 46.860000
72662 2 85.550000 7.664325 51.546000
72663 1 85.550000 7.664325 56.232000
72664 1 85.550000 7.664325 60.918000
72665 1 85.550000 7.664325 65.604000
72666 1 85.550000 7.664325 70.290000
72667 1 85.550000 7.664325 74.976000
72668 1 85.550000 7.664325 79.662000
72669 1 85.550000 7.664325 84.348000
72670 1 85.550000 7.664325 89.034000
72671 1 85.550000 7.664325 93.720000
72672 1 85.550000 7.664325 98.406000
72673 1 85.550000 7.664325 103.092000
72674 1 85.550000 7.664325 107.778000
72675 1 85.550000 7.664325 112.464000
72676 1 85.550000 7.664325 117.150000
72677 1 85.550000 7.664325 121.836000
72678 1 85.550000 7.664325 126.522000
72679 2 85.550000 7.664325 131.208000
72680 1 85.550000 7.664325 135.894000
72681 1 85.550000 7.664325 140.580000
72682 1 85.550000 7.664325 145.266000
72683 1 85.550000 7.664325 149.952000
72684 1 85.550000 7.664325 154.638000
72685 1 85.550000 7.664325 159.324000
72686 1 85.550000 7.664325 164.010000
72687 1 85.550000 7.664325 168.696000
72688 1 85.550000 7.664325 173.382000
72689 1 85.550000 7.664325 178.068000
72690 1 85.550000 7.664325 182.754000
72691 1 85.550000 7.664325 187.440000
72692 1 85.550000 7.664325 192.126000
72693 1 85.550000 7.664325 196.812000
72694 1 85.550000 7.664325 201.498000
72695 1 85.550000 7.664325 206.184000
72696 1 85.550000 7.664325 210.870000
72697 1 85.550000 7.664325 215.556000
72698 1 85.550000 7.664325 220.242000
72699 1 85.550000 7.664325 224.928000
72700 1 85.550000 7.664325 229.614000
72701 1 85.550000 10.219100 0.000000
72702 2 85.550000 10.219100 4.686000
72703 1 85.550000 10.219100 9.372000
72704 1 85.550000 10.219100 14.058000
72705 1 85.550000 10.219100 18.744000
72706 1 85.550000 10.219100 23.430000
72707 1 85.550000 10.219100 28.116000
72708 1 85.550000 10.219100 32.802000
72709 1 85.550000 10.219100 37.488000
72710 1 85.550000 10.219100 42.174000
72711 1 85.550000 10.219100 46.860000
72712 1 85.550000 10.219100 51.546000
72713 1 85.550000 10.219100 56.232000
72714 1 85.550000 10.219100 60.918000
72715 1 85.550000 10.219100 65.604000
72716 2 85.550000 10.219100 70.290000
72717 2 85.550000 10.219100 74.976000
72718 1 85.550000 10.219100 79.662000
72719 1 85.550000 10.219100 84.348000
