# step time[ps] z_front[A] vz[A/ps] speed[A/ps] penetration[A]
24750 5.25 217.970062898287 -1.05987955927029 1.23141452940978 20.529937101713
24800 5.26 217.946471012784 -1.05537390971126 1.22671848756963 20.553528987216
24850 5.27 217.931627684262 -1.05012245483027 1.22214531064852 20.568372315738
24900 5.28 217.924792489901 -1.04424808703528 1.21885610692203 20.575207510099
24950 5.29 217.919667752357 -1.03604546000959 1.21420025773932 20.580332247643
25000 5.3 217.909577672686 -1.02475111812969 1.20529526185908 20.590422327314
25050 5.31 217.891989380107 -1.01273199862784 1.19364714676658 20.608010619893
25100 5.32 217.870012378001 -1.00329718392655 1.18373395324168 20.629987621999
25150 5.33 217.851597813177 -0.996476376334681 1.17700972317226 20.648402186823
25200 5.34 217.846101577803 -0.991211901454594 1.17308648332444 20.653898422197
25250 5.35 217.835008662492 -0.988162413906989 1.17262186263003 20.664991337508
25300 5.36 217.838102821842 -0.988639342621375 1.17592240764455 20.661897178158
25350 5.37 217.850055862275 -0.992755706458247 1.18127123930589 20.649944137725
25400 5.38 217.864161647377 -0.999803000290811 1.18744799012995 20.635838352623
25450 5.39 217.877467844271 -1.00812143699583 1.19315027607083 20.622532155729
25500 5.4 217.891934650011 -1.01379739794296 1.19492044128385 20.608065349989
25550 5.41 217.911422041185 -1.01338643106038 1.19027609412276 20.588577958815
25600 5.42 217.937473431334 -1.0069052938084 1.18050043595592 20.562526568666
25650 5.43 217.966847144617 -0.997952584032361 1.17014831270672 20.533152855383
25700 5.44 217.992584390825 -0.991749022061031 1.16476414514564 20.507415609175
25750 5.45 218.007572577869 -0.991036278597234 1.16627341822171 20.492427422131
25800 5.46 218.007411058741 -0.99512343621167 1.17229683578308 20.492588941259
25850 5.47 217.9917767884 -1.00249663897448 1.17982255200369 20.5082232116
25900 5.48 217.965604423783 -1.01007550053523 1.18577298565025 20.534395576217
25950 5.49 217.937259181358 -1.015171453489 1.18843516545997 20.562740818642
26000 5.5 217.913533342312 -1.01895888034155 1.1896736111209 20.586466657688
26050 5.51 217.896146612331 -1.02498226537179 1.193167829863 20.603853387669
26100 5.52 217.884720973465 -1.03532472256798 1.20061191987245 20.615279026535
26150 5.53 217.882144491189 -1.04924025232491 1.21078578993498 20.617855508811
26200 5.54 217.893050674092 -1.0638722067853 1.22092757237211 20.606949325908
26250 5.55 217.896948785962 -1.07444212957095 1.22724666390884 20.603051214038
26300 5.56 217.875989079999 -1.07655428359492 1.22643054285345 20.624010920001
26350 5.57 217.879688982683 -1.06858944172168 1.21800775842364 20.620311017317
26400 5.58 217.876030935443 -1.05384488970884 1.205753976348 20.623969064557
26450 5.59 217.871656351945 -1.03747867601069 1.19390083629539 20.628343648055
26500 5.6 217.878535863145 -1.02355072987964 1.18395619791905 20.621464136855
26550 5.61 217.893063137002 -1.01319551010954 1.17492200985699 20.606936862998
26600 5.62 217.858440601095 -1.00414611526017 1.16393045598531 20.641559398905
26650 5.63 217.828591891881 -0.994389324894859 1.14982648152042 20.671408108119
26700 5.64 217.803061251439 -0.984000239977094 1.1345785560519 20.696938748561
26750 5.65 217.780476508159 -0.974412895322348 1.12162910473226 20.719523491841
26800 5.66 217.762296806375 -0.967076316750026 1.11339682911072 20.737703193625
26850 5.67 217.751459098559 -0.96247664738876 1.10956279871436 20.748540901441
26900 5.68 217.749538340202 -0.95934027897491 1.10714255267499 20.750461659798
26950 5.69 217.753745938971 -0.955685905913575 1.1034288955498 20.746254061029
27000 5.7 217.757381609088 -0.951831898683813 1.09900156480511 20.742618390912
27050 5.71 217.755593036855 -0.949939175832811 1.09601361045773 20.744406963145
27100 5.72 217.749909043346 -0.951161537230857 1.09560565095164 20.750090956654
27150 5.73 217.746191400901 -0.955770659355119 1.09802103357799 20.753808599099
27200 5.74 217.748869157602 -0.963103557532211 1.10268696942291 20.751130842398
27250 5.75 217.757565871775 -0.970173633025131 1.10731335690041 20.742434128225
27300 5.76 217.766234603245 -0.973921227063064 1.10938836554307 20.733765396755
27350 5.77 217.757294036447 -0.973820259050041 1.10835440463686 20.742705963553
27400 5.78 217.750843595248 -0.969470787725056 1.10426439539498 20.749156404752
27450 5.79 217.721740904141 -0.961208695050606 1.09829853315557 20.778259095859
27500 5.8 217.685813412571 -0.952420312524122 1.09351270321084 20.814186587429
27550 5.81 217.652692450209 -0.945877541092414 1.09108655403168 20.847307549791
27600 5.82 217.632285942216 -0.94162869105639 1.08938729468136 20.867714057784
27650 5.83 217.63095663465 -0.940200730642637 1.0890039959617 20.86904336535
27700 5.84 217.648375710692 -0.942998806396276 1.09286453207149 20.851624289308
27750 5.85 217.675931012892 -0.951113277533875 1.10267031301361 20.824068987108
27800 5.86 217.687085339547 -0.963543605165791 1.11660841254804 20.812914660453
27850 5.87 217.646084632461 -0.977932994893903 1.13109271833389 20.853915367539
27900 5.88 217.616199717722 -0.990238381946267 1.1416254762485 20.883800282278
27950 5.89 217.59404727671 -0.996094148527576 1.14446496053299 20.90595272329
28000 5.9 217.573190267113 -0.992884229904795 1.13827283556777 20.926809732887
28050 5.91 217.550063377362 -0.982760907075234 1.12641123510771 20.949936622638
28100 5.92 217.528889100547 -0.972798102155207 1.11589876844759 20.971110899453
28150 5.93 217.52090013391 -0.968497339545604 1.111757119617 20.97909986609
28200 5.94 217.534000484234 -0.971602694605388 1.11561779481784 20.965999515766
28250 5.95 217.5635539901 -0.980385883276338 1.12533021694098 20.9364460099
28300 5.96 217.594799368355 -0.988476499850313 1.13404925738642 20.905200631645
28350 5.97 217.581982896541 -0.989588861594189 1.13533688950087 20.918017103459
28400 5.98 217.561055942676 -0.984903803566715 1.13018889483944 20.938944057324
28450 5.99 217.515158626092 -0.98200191882433 1.12573717607629 20.984841373908
28500 6 217.455858322896 -0.987330901107053 1.12856410815672 21.044141677104
28550 6.01 217.427036830092 -1.00007825168382 1.13835807007023 21.072963169908
28600 6.02 217.432786452671 -1.0147066584289 1.15005852202688 21.067213547329
28650 6.03 217.418483514976 -1.02614695886638 1.15899829581427 21.081516485024
28700 6.04 217.404907312606 -1.03198220820941 1.16294873000489 21.095092687394
28750 6.05 217.421053784663 -1.03147166416143 1.16099378029323 21.078946215337
28800 6.06 217.451464721075 -1.02622390630013 1.15443727075484 21.048535278925
28850 6.07 217.456901102756 -1.01951022569227 1.14620480591796 21.043098897244
28900 6.08 217.43989647023 -1.01518345841702 1.13976468612603 21.06010352977
28950 6.09 217.436455663893 -1.01587389383359 1.13778240956463 21.063544336107
29000 6.1 217.401238769623 -1.02161429889759 1.14110057618721 21.098761230377
29050 6.11 217.383146022868 -1.03136520560705 1.14908633685663 21.116853977132
29100 6.12 217.381244319197 -1.04269294126688 1.15940417292892 21.118755680803
29150 6.13 217.384955869593 -1.05055892145736 1.16763449789519 21.115044130407
29200 6.14 217.397538917293 -1.05069490466525 1.17003460013601 21.102461082707
29250 6.15 217.409035018029 -1.04322223133498 1.16579105375452 21.090964981971
29300 6.16 217.406847919848 -1.03212197579799 1.15672771003173 21.093152080152
29350 6.17 217.361471516544 -1.02292608242435 1.14606353572479 21.138528483456
29400 6.18 217.315230602622 -1.02071577509485 1.13867723058251 21.184769397378
29450 6.19 217.28675611223 -1.0268042102341 1.1380019353356 21.21324388777
29500 6.2 217.27348563896 -1.03785849725902 1.14296733823768 21.22651436104
29550 6.21 217.263879036368 -1.04813680775776 1.1486727104597 21.236120963632
29600 6.22 217.251011809235 -1.05349851839776 1.15076952684633 21.248988190765
29650 6.23 217.238694760509 -1.05512410203333 1.15005557414758 21.261305239491
29700 6.24 217.236380516327 -1.05745999902731 1.15060676489987 21.263619483673
29750 6.25 217.246592137714 -1.06282028491472 1.15412761690782 21.253407862286
29800 6.26 217.2574794076 -1.06838836823165 1.15752468457893 21.2425205924
29850 6.27 217.249546730451 -1.0699107451264 1.15684276424976 21.250453269549
29900 6.28 217.210579953175 -1.06487576178746 1.14996326143237 21.289420046825
29950 6.29 217.146148153763 -1.05368540177913 1.13743668636473 21.353851846237
30000 6.3 217.075508289298 -1.03985186562065 1.12244220158843 21.424491710702
30050 6.31 217.020075452 -1.03015174627123 1.11078481026925 21.479924548
30100 6.32 216.994904466846 -1.03156083976855 1.10828762877482 21.505095533154
30150 6.33 217.003028240887 -1.04539265147784 1.11627460304652 21.496971759113
30200 6.34 217.009939293145 -1.06492381308692 1.12933494726394 21.490060706855
30250 6.35 217.01392951757 -1.08038299013682 1.13898756668634 21.48607048243
30300 6.36 217.025515049694 -1.08588751841661 1.14013576072315 21.474484950306
30350 6.37 217.04160841898 -1.08208093288226 1.13349098477433 21.45839158102
30400 6.38 217.060076700461 -1.0728326404753 1.12291978711168 21.439923299539
30450 6.39 217.060871842723 -1.06334962330829 1.11362337984055 21.439128157277
30500 6.4 217.036537647082 -1.05777476459197 1.10950705255761 21.463462352918
30550 6.41 217.017883358528 -1.05740457160714 1.11135754958511 21.482116641472
30600 6.42 217.006710407475 -1.06029734673694 1.11645573468698 21.493289592525
30650 6.43 217.002782816793 -1.06308061313255 1.12070237851919 21.497217183207
30700 6.44 217.005056694852 -1.0624540977087 1.12050739067791 21.494943305148
30750 6.45 217.01219004368 -1.05764271966711 1.11512134013415 21.48780995632
30800 6.46 217.021652316432 -1.05196168699129 1.10828152271562 21.478347683568
30850 6.47 217.028389009435 -1.0503541461362 1.10585070858402 21.471610990565
30900 6.48 217.026171955085 -1.05507662023791 1.11080363653442 21.473828044915
30950 6.49 217.00996727189 -1.06431181562851 1.12118351530401 21.49003272811
31000 6.5 216.978520805675 -1.07386837491223 1.13227031589414 21.521479194325
31050 6.51 216.935404636951 -1.08143168134305 1.14099508683737 21.564595363049
31100 6.52 216.886780276937 -1.08799954713712 1.14748032719831 21.613219723063
31150 6.53 216.838343656624 -1.09354572092587 1.1510837506443 21.661656343376
31200 6.54 216.792588972198 -1.09789829304737 1.15222776826157 21.707411027802
31250 6.55 216.749147182156 -1.10311852368981 1.15419972135668 21.750852817844
31300 6.56 216.706645388235 -1.11020164116918 1.15875102484965 21.793354611765
31350 6.57 216.664284339506 -1.11703929738405 1.16403252728039 21.835715660494
31400 6.58 216.623921852199 -1.12117348482475 1.16754091733706 21.876078147801
31450 6.59 216.590506868806 -1.12449214832853 1.17046331689117 21.909493131194
31500 6.6 216.569262510821 -1.13017818412374 1.17472655946238 21.930737489179
31550 6.61 216.561573266006 -1.13666953947918 1.17812590929212 21.938426733994
31600 6.62 216.56441301614 -1.13990971955328 1.17746900583499 21.93558698386
31650 6.63 216.572791693201 -1.13945703234629 1.17400425057673 21.927208306799
31700 6.64 216.582662666261 -1.13795827182822 1.17147777837894 21.917337333739
31750 6.65 216.592384469481 -1.13770903481422 1.17203003105626 21.907615530519
31800 6.66 216.602593651189 -1.13904958405133 1.17486261219683 21.897406348811
31850 6.67 216.614585270572 -1.14074423631307 1.17742076873604 21.885414729428
31900 6.68 216.627143109736 -1.14085886998094 1.17682242618627 21.872856890264
31950 6.69 216.635195939588 -1.13914235276014 1.17277483822133 21.864804060412
32000 6.7 216.632630304656 -1.13800426860647 1.16848592406109 21.867369695344
32050 6.71 216.61687938172 -1.14187794299264 1.16956134130293 21.88312061828
32100 6.72 216.591336360975 -1.15250904054633 1.17869855529126 21.908663639025
32150 6.73 216.563758236048 -1.16700609451352 1.19322476559928 21.936241763952
32200 6.74 216.542816601143 -1.18011714348418 1.20737968138961 21.957183398857
32250 6.75 216.533606993001 -1.18731717108622 1.21586619084681 21.966393006999
32300 6.76 216.535071228314 -1.18685203431789 1.21632936339511 21.964928771686
32350 6.77 216.541488766396 -1.18076159701625 1.2106519289606 21.958511233604
32400 6.78 216.545461693012 -1.17337457842143 1.20336648808932 21.954538306988
32450 6.79 216.541020507987 -1.16855618202761 1.1986773913472 21.958979492013
32500 6.8 216.527066577516 -1.1689155531794 1.19925579329321 21.972933422484
32550 6.81 216.508748977911 -1.17441077915771 1.20482029899028 21.991251022089
32600 6.82 216.494477704366 -1.1821544863029 1.21208784375018 22.005522295634
32650 6.83 216.489411002568 -1.18963577841783 1.21829820298673 22.010588997432
32700 6.84 216.492218153872 -1.19741955111731 1.2242473711026 22.007781846128
32750 6.85 216.496769495505 -1.20759268790733 1.23272129740517 22.003230504495
32800 6.86 216.495929512386 -1.21966128898624 1.24354265373246 22.004070487614
32850 6.87 216.484057105919 -1.23079296100742 1.25371854485164 22.015942894081
32900 6.88 216.45995045949 -1.23789503242904 1.25997594891841 22.04004954051
32950 6.89 216.42827645796 -1.23953912735081 1.26077668233525 22.07172354204
33000 6.9 216.397302806962 -1.23663732714698 1.25697086403823 22.102697193038
33050 6.91 216.374711531862 -1.23215091929396 1.25158412162758 22.125288468138
33100 6.92 216.364299537384 -1.22972864167119 1.24837317576086 22.135700462616
33150 6.93 216.364234338049 -1.2328340558728 1.25080830661351 22.135765661951
33200 6.94 216.367229761389 -1.2415057109251 1.25866735797166 22.132770238611
33250 6.95 216.36454236519 -1.25227686276531 1.26820221989245 22.13545763481
33300 6.96 216.352038572853 -1.26112175198794 1.27534268476093 22.147961427147
33350 6.97 216.332227622112 -1.26609996051583 1.27849046989134 22.167772377888
33400 6.98 216.309779159709 -1.26798879997944 1.2788535967446 22.190220840291
33450 6.99 216.28654048598 -1.26862298094694 1.27840485183406 22.21345951402
33500 7 216.261655432838 -1.26954635412623 1.27858199190045 22.238344567162
33550 7.01 216.235005763798 -1.27125457108115 1.27982542552373 22.264994236202
33600 7.02 216.209750477826 -1.27259503579657 1.28099547773616 22.290249522174
33650 7.03 216.191384733732 -1.27300459672717 1.281520683268 22.308615266268
33700 7.04 216.182813208665 -1.27469572432796 1.28354990512125 22.317186791335
33750 7.05 216.179883646154 -1.2787006562655 1.28802445288841 22.320116353846
33800 7.06 216.172419589281 -1.28284168619363 1.29262678845465 22.327580410719
33850 7.07 216.150413367488 -1.28409703436073 1.29412746863171 22.349586632512
33900 7.08 216.113025039138 -1.28253256556152 1.29236027161276 22.386974960862
33950 7.09 216.071723529226 -1.28065976047878 1.28991180903772 22.428276470774
34000 7.1 216.041702852933 -1.27908744075061 1.28771682569324 22.458297147067
34050 7.11 216.030519506359 -1.27828231675731 1.28648296880915 22.469480493641
34100 7.12 216.034161204119 -1.28076669458922 1.28870661198946 22.465838795881
34150 7.13 216.041305885496 -1.28731639998619 1.295037838547 22.458694114504
34200 7.14 216.041368879624 -1.29463393489174 1.30206742271068 22.458631120376
34250 7.15 216.029881867181 -1.29890071620888 1.30597657539376 22.470118132819
34300 7.16 216.009701393287 -1.29838910879052 1.30519558821974 22.490298606713
34350 7.17 215.988673760803 -1.2932899152705 1.29994792506622 22.511326239197
34400 7.18 215.97553003453 -1.28607160567108 1.29261664288837 22.52446996547
34450 7.19 215.974629835724 -1.27931019149841 1.28576923344726 22.525370164276
34500 7.2 215.983489064451 -1.2745569997605 1.28091346907512 22.516510935549
34550 7.21 215.995888295888 -1.27254614541144 1.27872980662654 22.504111704112
34600 7.22 216.005720926396 -1.27288714964527 1.27893161020381 22.494279073604
34650 7.23 216.008753553604 -1.27440215453512 1.28049231243109 22.491246446396
34700 7.24 216.002396329848 -1.27606736372356 1.28249292637342 22.497603670152
34750 7.25 215.986242511907 -1.27683059864231 1.28386051451042 22.513757488093
34800 7.26 215.963886347131 -1.27685100266966 1.28455247283369 22.536113652869
34850 7.27 215.941484468506 -1.27757662822676 1.28574691210913 22.558515531494
34900 7.28 215.923888303043 -1.27937921557054 1.28774003281928 22.576111696957
34950 7.29 215.913014611587 -1.28038304772724 1.2888252841836 22.586985388413
35000 7.3 215.908776463776 -1.27986141609955 1.28834648221255 22.591223536224
35050 7.31 215.909719190916 -1.27985083374129 1.28821988397787 22.590280809084
35100 7.32 215.912770041892 -1.28291077914479 1.29082152964992 22.587229958108
35150 7.33 215.913496405952 -1.2896416948992 1.29670144020912 22.586503594048
35200 7.34 215.910395102363 -1.29874852370329 1.30464184018498 22.589604897637
35250 7.35 215.907444478589 -1.30859673479559 1.31328866361528 22.592555521411
35300 7.36 215.909993196272 -1.31825207128816 1.32198437776489 22.590006803728
35350 7.37 215.921351344878 -1.32525399563049 1.3283820731158 22.578648655122
35400 7.38 215.94122959892 -1.32668057561003 1.32953149609129 22.55877040108
35450 7.39 215.950416619294 -1.32182336686492 1.32461688256802 22.549583380706
35500 7.4 215.951795317947 -1.31309771183128 1.31588922943579 22.548204682053
35550 7.41 215.963213455569 -1.30568621202126 1.30841110096143 22.536786544431
35600 7.42 215.934736229125 -1.30334379655411 1.3059665741265 22.565263770875
35650 7.43 215.888837353879 -1.30475062241049 1.30736324299919 22.611162646121
35700 7.44 215.849251313844 -1.30719306821035 1.30996932918644 22.650748686156
35750 7.45 215.827319701769 -1.31095812074219 1.31404562402281 22.672680298231
35800 7.46 215.818724147229 -1.31698938771425 1.32040353028969 22.681275852771
35850 7.47 215.811478066852 -1.32419699561496 1.32775134982746 22.688521933148
35900 7.48 215.797305281136 -1.33046515948259 1.33378537255308 22.702694718864
35950 7.49 215.775392287914 -1.33317850785848 1.33594054383324 22.724607712086
36000 7.5 215.749305206974 -1.33105699726116 1.3332106661747 22.750694793026
36050 7.51 215.722944789613 -1.32660626805796 1.3283068012283 22.777055210387
36100 7.52 215.697556242904 -1.3234385829791 1.3248824872181 22.802443757096
36150 7.53 215.67154492749 -1.32237918824668 1.32371789778223 22.82845507251
36200 7.54 215.644164249416 -1.32228609987275 1.32360711909987 22.855835750584
36250 7.55 215.618518503501 -1.32076657019113 1.32215483691179 22.881481496499
36300 7.56 215.598107623945 -1.31352389774111 1.31512575994011 22.901892376055
36350 7.57 215.582652342542 -1.29728737500376 1.29921700841444 22.917347657458
36400 7.58 215.568246076816 -1.27403175785021 1.2762117193497 22.931753923184
36450 7.59 215.551011337658 -1.25142244232493 1.2536082768736 22.948988662342
36500 7.6 215.529065951091 -1.23696307687087 1.23894587717554 22.970934048909
36550 7.61 215.502085173522 -1.23262902263454 1.23433411441863 22.997914826478
36600 7.62 215.471451057755 -1.23636120312954 1.23774066489691 23.028548942245
36650 7.63 215.439311616084 -1.24470858322368 1.24577890469072 23.060688383916
36700 7.64 215.406176048772 -1.25498785526833 1.25585760771152 23.093823951228
36750 7.65 215.369842860377 -1.26528718444629 1.26604477119578 23.130157139623
36800 7.66 215.32754015381 -1.27239887209752 1.2730894025861 23.17245984619
36850 7.67 215.279439397803 -1.27404073418622 1.27471857720278 23.220560602197
36900 7.68 215.232137072664 -1.27297635995206 1.27367139479235 23.267862927336
36950 7.69 215.198211937793 -1.27317470061338 1.27387037536184 23.301788062207
37000 7.7 215.187536251811 -1.27538570174987 1.27605555534674 23.312463748189
37050 7.71 215.198988833647 -1.27715369301065 1.27777948805023 23.301011166353
37100 7.72 215.222164795347 -1.27670234748386 1.27722346089979 23.277835204653
37150 7.73 215.244938437041 -1.27408307101762 1.27442125707245 23.255061562959
37200 7.74 215.260368616236 -1.27000582596921 1.27016115171135 23.239631383764
37250 7.75 215.26787768092 -1.26668538338367 1.26672559322503 23.23212231908
37300 7.76 215.269980684218 -1.26600051235625 1.26600681536395 23.230019315782
37350 7.77 215.270372996517 -1.26611978222789 1.26616269302449 23.229627003483
37400 7.78 215.273262339903 -1.2642635504175 1.26438704540783 23.226737660097
37450 7.79 215.281873471238 -1.25886320040676 1.25907901051425 23.218126528762
37500 7.8 215.29621061542 -1.24937808167149 1.24967691258597 23.20378938458
37550 7.81 215.31350290979 -1.23756575820265 1.23791422618953 23.18649709021
37600 7.82 215.330734490397 -1.22644660389895 1.22681048017463 23.169265509603
37650 7.83 215.346287355962 -1.21634399672144 1.21670631362595 23.153712644038
37700 7.84 215.358434843595 -1.20520517995215 1.20555913073951 23.141565156405
37750 7.85 215.362523354773 -1.19264704594459 1.19306611457293 23.137476645227
37800 7.86 215.351572119546 -1.18068585777761 1.18130823109688 23.148427880454
37850 7.87 215.324896676596 -1.17146954636118 1.17234167223817 23.175103323404
37900 7.88 215.293294115179 -1.1654740527457 1.16650401676888 23.206705884821
37950 7.89 215.268314134907 -1.16238822715817 1.16346447435835 23.231685865093
38000 7.9 215.250324932345 -1.16043318211184 1.16148600835662 23.249675067655
38050 7.91 215.231914605348 -1.15756018295814 1.15861111290616 23.268085394652
38100 7.92 215.206045419742 -1.15418648469063 1.15540479010768 23.293954580258
38150 7.93 215.168943459642 -1.15046443482735 1.1521461159378 23.331056540358
38200 7.94 215.119940788876 -1.14357435906334 1.14597607526275 23.380059211124
38250 7.95 215.064818005983 -1.1327879102782 1.13591048599194 23.435181994017
38300 7.96 215.016751850954 -1.12043050292841 1.12406048200838 23.483248149046
38350 7.97 214.988811813161 -1.10718714656015 1.11113057812815 23.511188186839
38400 7.98 214.985833684612 -1.09248981834397 1.09659870888089 23.514166315388
38450 7.99 215.0009869262 -1.07764259595315 1.08175687686995 23.4990130738
38500 8 215.019568285034 -1.06483162371937 1.06878010920299 23.480431714966
38550 8.01 215.026587986375 -1.05424319307997 1.05789325116193 23.473412013625
38600 8.02 215.013123172876 -1.04506213690692 1.04839919200961 23.486876827124
38650 8.03 214.98024086403 -1.03751301946215 1.04067807995796 23.51975913597
38700 8.04 214.937787690327 -1.03213307939731 1.03530630476537 23.562212309673
38750 8.05 214.899347315222 -1.02846636405226 1.03182729483278 23.600652684778
38800 8.06 214.876991995374 -1.02666847877543 1.03037764126681 23.623008004626
38850 8.07 214.875008544738 -1.02552931529719 1.02968400447021 23.624991455262
38900 8.08 214.887466603834 -1.02298590927391 1.02760800752619 23.612533396166
38950 8.09 214.902852969833 -1.01950616876144 1.02463217959259 23.597147030167
39000 8.1 214.910353945308 -1.01571077877333 1.02139603383618 23.589646054692
39050 8.11 214.904085896154 -1.00943184680481 1.01561008885546 23.595914103846
39100 8.12 214.884581933246 -0.998422419472174 1.00488626180374 23.615418066754
39150 8.13 214.858309620802 -0.983842497361382 0.990263301964439 23.641690379198
39200 8.14 214.831653650628 -0.969720288291026 0.975809765013674 23.668346349372
39250 8.15 214.804576535948 -0.960832034683215 0.966584507560808 23.695423464052
39300 8.16 214.772933433816 -0.959153345666648 0.964858840229296 23.727066566184
39350 8.17 214.73397362397 -0.962897477794897 0.96898087115518 23.76602637603
39400 8.18 214.688491142983 -0.967346586064079 0.974234895463245 23.811508857017
39450 8.19 214.64056106362 -0.966181650168205 0.974150202832443 23.85943893638
39500 8.2 214.598079220274 -0.956225924100198 0.965286658476111 23.901920779726
39550 8.21 214.571810295221 -0.941719683130752 0.951587976236221 23.928189704779
39600 8.22 214.569335545129 -0.930037551372424 0.940210659105392 23.930664454871
39650 8.23 214.587734289912 -0.925272289099002 0.935337200544308 23.912265710088
39700 8.24 214.614121363593 -0.926175222947036 0.936172333509679 23.885878636407
39750 8.25 214.634867749861 -0.928587324839243 0.939022208164107 23.865132250139
39800 8.26 214.645921772285 -0.928610474525761 0.939985407516121 23.854078227715
39850 8.27 214.654745690645 -0.925741288596465 0.938167778707201 23.845254309355
39900 8.28 214.671227383951 -0.921322655258805 0.934522582546429 23.828772616049
39950 8.29 214.698999431992 -0.917221204059974 0.930948346792487 23.801000568008
40000 8.3 214.7325638848 -0.9156036361781 0.929835909915727 23.7674361152
40050 8.31 214.759383533709 -0.917464503724375 0.932141389227527 23.740616466291
40100 8.32 214.768596871791 -0.922550654768124 0.937504500348985 23.731403128209
40150 8.33 214.76013547161 -0.927626584198295 0.942715164833189 23.73986452839
40200 8.34 214.746222851149 -0.928027094630231 0.943292362799169 23.753777148851
40250 8.35 214.743089129999 -0.921134550674191 0.936807225472874 23.756910870001
40300 8.36 214.758318816977 -0.909662273417089 0.926049826014685 23.741681183023
40350 8.37 214.78142818842 -0.899198629204638 0.916436645351501 23.71857181158
40400 8.38 214.792256150617 -0.892118410192381 0.910011455516478 23.707743849383
40450 8.39 214.778822636484 -0.888371265803749 0.906418730413466 23.721177363516
40500 8.4 214.745579990365 -0.887311672547695 0.904973543800147 23.754420009635
40550 8.41 214.708690527192 -0.888702917191159 0.905674808215177 23.791309472808
40600 8.42 214.685773001114 -0.891403392449909 0.907700225947796 23.814226998886
40650 8.43 214.68605820297 -0.893619752890174 0.909738162582676 23.81394179703
40700 8.44 214.702708335192 -0.894026303320818 0.910880553615245 23.797291664808
40750 8.45 214.715753742832 -0.892058056956614 0.910534417674089 23.784246257168
40800 8.46 214.705529744247 -0.888245361611977 0.90897911749295 23.794470255753
40850 8.47 214.667232963493 -0.883250751372034 0.906580687767341 23.832767036507
40900 8.48 214.614379892284 -0.878796597804692 0.90451438897751 23.885620107716
40950 8.49 214.569625395731 -0.877234934318961 0.904624221112076 23.930374604269
41000 8.5 214.552524784974 -0.879945098867688 0.908316084053024 23.947475215026
41050 8.51 214.570509361315 -0.884993583543889 0.91426467749242 23.929490638685
41100 8.52 214.614241581743 -0.889148172302279 0.919684170603409 23.885758418257
41150 8.53 214.65806596244 -0.891521745554752 0.923733042911128 23.84193403756
41200 8.54 214.669593441187 -0.89411024125221 0.928233213121952 23.830406558813
41250 8.55 214.632774828649 -0.897449466317657 0.933516067544017 23.867225171351
41300 8.56 214.565491430663 -0.89900480071941 0.937183699868508 23.934508569337
41350 8.57 214.504234359143 -0.8981895802892 0.93903598852361 23.995765640857
41400 8.58 214.476141820258 -0.897634592332328 0.941710032118684 24.023858179742
41450 8.59 214.48288425807 -0.898420783343255 0.945537913149204 24.01711574193
41500 8.6 214.505952510008 -0.899534357414476 0.948635986377002 23.994047489992
41550 8.61 214.523955974009 -0.900246801709513 0.950088478457955 23.976044025991
41600 8.62 214.524909158431 -0.902280179731826 0.951836495380255 23.975090841569
41650 8.63 214.509135834261 -0.906604141744834 0.955314637259311 23.990864165739
41700 8.64 214.486616476843 -0.911937770621779 0.960230772438046 24.013383523157
41750 8.65 214.469070588122 -0.916771449530803 0.966097909314839 24.030929411878
41800 8.66 214.460793219837 -0.920684054975162 0.972642366237321 24.039206780163
41850 8.67 214.456671122653 -0.922288100847298 0.977524997741725 24.043328877347
41900 8.68 214.448628158017 -0.920126995702212 0.978029571436159 24.051371841983
41950 8.69 214.433158745357 -0.915009817563938 0.974166810130944 24.066841254643
42000 8.7 214.412920448873 -0.910045636666756 0.969143790707063 24.087079551127
42050 8.71 214.394113959123 -0.908025115279809 0.966387602053356 24.105886040877
42100 8.72 214.383609169533 -0.90789513203633 0.965072887590311 24.116390830467
42150 8.73 214.38568458546 -0.907366065078128 0.962884701346975 24.11431541454
42200 8.74 214.399812229895 -0.906538135420576 0.960281133887157 24.100187770105
42250 8.75 214.421002046887 -0.90742847495938 0.959868178387017 24.078997953113
42300 8.76 214.44109433221 -0.910204421762277 0.962382704813546 24.05890566779
42350 8.77 214.451609574277 -0.912482977462396 0.965624762219699 24.048390425723
42400 8.78 214.446375672057 -0.911854881454763 0.966772047693975 24.053624327943
42450 8.79 214.422773340297 -0.908816101088945 0.965551652393755 24.077226659703
42500 8.8 214.383004226252 -0.906305349530667 0.963897981958563 24.116995773748
42550 8.81 214.334124302435 -0.906932151322704 0.963681045753835 24.165875697565
42600 8.82 214.286515344265 -0.910676586452782 0.964978288342661 24.213484655735
42650 8.83 214.250542608914 -0.914848200529816 0.966508580223533 24.249457391086
42700 8.84 214.231547314302 -0.917007125668907 0.967494923917911 24.268452685698
42750 8.85 214.227705330808 -0.918002712457946 0.969645967921855 24.272294669192
42800 8.86 214.234786528116 -0.920777282652894 0.97524679752019 24.265213471884
42850 8.87 214.251375588502 -0.926480051058175 0.983705374637819 24.248624411498
42900 8.88 214.277096386959 -0.934799658780735 0.992733223993768 24.222903613041
42950 8.89 214.307393773352 -0.945026967048538 1.00112434220572 24.192606226648
43000 8.9 214.332664360556 -0.955448871097129 1.00866630826535 24.167335639444
43050 8.91 214.341791573699 -0.963854692603626 1.01525667054008 24.158208426301
